superalimento_id,nombre,nombre_cientifico,categoria_id,descripcion,origen,forma_consumo,disponibilidad,precio_relativo,precauciones,funcion_principal,tipo_alimento,proveedor,preciokilo,calorias,proteinas,carbohidratos,grasas_totales,grasas_saturadas,grasas_insaturadas,omega_3,omega_6,fibra,azucares,indice_glucemico,unidad_medida,porcion_referencia,vitamina_a,vitamina_c,vitamina_d,vitamina_e,vitamina_k,vitamina_b1,vitamina_b2,vitamina_b3,vitamina_b5,vitamina_b6,vitamina_b9,vitamina_b12,calcio,hierro,magnesio,fosforo,potasio,sodio,zinc,cobre,manganeso,selenio,yodo,polifenoles,flavonoides,carotenoides,antocianinas,capacidad_antioxidante_total,tipo_procesamiento,dosis_min_diaria,dosis_max_diaria,unidad_dosis,fuente_cientifica_dosis,clasificacion,sinergias,antisinergias,biodisponibilidad_porcentaje,claims_seremi,claims_referencia
204,myo inositol,c6h12o6,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,243.0,360.0,1.0,90.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,500.0,18000.0,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
205,naranjo,citrus x sinensis,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,244.0,20.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
206,naranja morada o roja,citrus × sinensis 'blood orange',otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,245.0,20.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
207,nogal,juglans regia,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,246.0,290.0,2.0,68.0,0.5,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,3.0,10.0,g,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
208,noni,morinda citrifolia,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,247.0,330.0,3.0,0.0,0.0,0.0,0.0,0.2,0.0,10.0,0.0,15.0,g,100,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,30.0,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
209,norbixina,c25h30o4,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,248.0,900.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,1.0,5.0,g,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
210,omega 3 de pescado polvo,,otro,acido graso esencial con propiedades antiinflamatorias.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,polvo,fnl,249.0,900.0,0.0,0.0,95.0,0.0,90.0,30.0,0.0,0.0,0.0,15.0,g,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,materia_prima,1.0,5.0,g,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
211,omega 3 vegetal nuez polvo,,otro,acido graso esencial con propiedades antiinflamatorias.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,polvo,fnl,250.0,900.0,0.0,0.0,95.0,0.0,90.0,30.0,0.0,0.0,0.0,15.0,g,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,materia_prima,1.0,5.0,g,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
212,omega 3 concentrado de pescado,,otro,acido graso esencial con propiedades antiinflamatorias.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,extracto / concentrado,fnl,251.0,900.0,0.0,0.0,95.0,0.0,90.0,30.0,0.0,0.0,0.0,15.0,g,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,materia_prima,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
213,olivo,olea europaea,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,252.0,20.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
214,okra,abelmoschus esculentus,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,253.0,42.0,2.7,7.5,0.1,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,1.0,4.0,g,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
215,ortiga,urtica dioca,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,254.0,50.0,2.0,0.0,0.0,0.0,0.0,0.1,0.0,5.0,0.0,15.0,g,100,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,15.0,alimento_completo,5.0,40.0,mg,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
216,oxido de zinc,zno,vitamina_mineral,mineral esencial para diversas funciones corporales.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🛡 sistema inmune,otro,fnl,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,g,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,2.0,alimento_completo,100.0,350.0,mg,,alimento_comun,proteinas (+20% absorcion),"calcio (compite por absorcion), fitatos (-50% absorcion)",60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
217,oxido magnesio,mgo,vitamina_mineral,mineral esencial para diversas funciones corporales.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,g,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,2.0,alimento_completo,100.0,350.0,,,alimento_comun,vitamina b6 (+25% absorcion),,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
218,paico,dysphania ambrosioides,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,257.0,20.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
219,palto,persea americana,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,258.0,20.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
220,papaya concentrada,carica papaya,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,259.0,20.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
221,pata de vaca,bauhinia forficata,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,260.0,20.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
222,pepa de calabaza polvo,cucurbita maxima semen,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,polvo,fnl,261.0,20.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,materia_prima,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
223,pepa de granada,punica granatum semen,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,262.0,20.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
224,perejil,petroselinum crispum,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,263.0,251.0,10.4,63.9,3.3,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,0.1,1.0,g,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
225,pimienta cayena,capsicum frutescens l,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,264.0,250.0,8.0,0.0,0.0,0.0,0.0,0.5,0.0,20.0,0.0,15.0,g,100,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,40.0,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
226,pina concentrado,ananas comosus,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,fruta / jugo,fnl,266.0,20.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,materia_prima,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
227,pingo pingo,ephedra multiflora,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,267.0,20.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
228,polen,apis mellifica resina multiflora,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,268.0,20.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
229,poleo,mentha pulegium,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,269.0,20.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
230,pomelo en polvo,citrus ×paradisi,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,polvo,fnl,270.0,20.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,materia_prima,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
231,poroto blanco,phaseollus vulgaris,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,271.0,20.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
232,potasio citrato,c6h5k3o7,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,g,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,2.0,alimento_completo,0.5,2.0,g,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
233,propoleo,propolis,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,273.0,20.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,0.5,2.0,g,Journal of Ethnopharmacology 143(2):397-405 (2012),alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
234,proteina concentrada suero de leche,,hierba,planta medicinal utilizada tradicionalmente por sus propiedades terapeuticas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,hoja / infusion,fnl,274.0,1.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,0.0,g,100,0.0,0.3,0.0,0.0,0.0,0.007,0.06,0.03,0.0,0.005,5.0,0.0,0.0,0.02,1.0,1.0,8.0,1.0,0.01,0.004,0.18,0.0,,89,12.0,0.0,0.0,1253.0,materia_prima,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
235,proteina aislada de arveja 80%,,hierba,planta medicinal utilizada tradicionalmente por sus propiedades terapeuticas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,hoja / infusion,fnl,275.0,1.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,0.0,g,100,0.0,0.3,0.0,0.0,0.0,0.007,0.06,0.03,0.0,0.005,5.0,0.0,0.0,0.02,1.0,1.0,8.0,1.0,0.01,0.004,0.18,0.0,,89,12.0,0.0,0.0,1253.0,materia_prima,15.0,30.0,g,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
236,proteina de arroz,,hierba,planta medicinal utilizada tradicionalmente por sus propiedades terapeuticas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,hoja / infusion,fnl,276.0,1.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,0.0,g,100,0.0,0.3,0.0,0.0,0.0,0.007,0.06,0.03,0.0,0.005,5.0,0.0,0.0,0.02,1.0,1.0,8.0,1.0,0.01,0.004,0.18,0.0,,89,12.0,0.0,0.0,1253.0,materia_prima,15.0,30.0,g,Nutrition Journal 12:86 (2013),alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
237,proteina de soya,,hierba,planta medicinal utilizada tradicionalmente por sus propiedades terapeuticas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,hoja / infusion,fnl,277.0,1.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,0.0,g,100,0.0,0.3,0.0,0.0,0.0,0.007,0.06,0.03,0.0,0.005,5.0,0.0,0.0,0.02,1.0,1.0,8.0,1.0,0.01,0.004,0.18,0.0,,89,12.0,0.0,0.0,1253.0,materia_prima,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
238,psyllium plantago,plantago ovata,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 digestivo,otro,fnl,278.0,20.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,5000.0,15000.0,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
239,quinchamali,fabiana imbricata,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,279.0,20.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
240,radal,lomatia hirsuta,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,280.0,131.0,3.3,20.7,5.9,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,0.5,2.0,g,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
241,romero castilla,rosmarinus officinalis,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,281.0,131.0,3.3,20.7,5.9,0.0,0.0,0.1,0.0,5.0,0.0,15.0,g,100,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,15.0,alimento_completo,0.5,2.0,g,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
242,romero pichi,fabiana imbricata,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,282.0,50.0,2.0,0.0,0.0,0.0,0.0,0.1,0.0,5.0,0.0,15.0,g,100,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,15.0,alimento_completo,3.0,8.0,g,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
243,rosa mosqueta,rosa rubiginosa,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,283.0,20.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,3.0,8.0,g,Phytotherapy Research 29(5):695-700 (2015),alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
